"","1","2","3","4","5","6","7","8","9","10","11","12","prop","h_co","dist"
"15",650935.28283233,8069.06942003635,3295.57503494143,2023.62213566894,1443.71044537103,1115.05624440948,904.625755679992,758.888469788441,652.262025522749,571.020505070356,507.156798958736,455.693652924383,"0.05","0.0","neugamma"
"16",678099.739070214,8041.34343411178,3323.07394275733,2039.16688136432,1449.8914629839,1115.43987698562,901.390991987906,753.328907872349,645.171107968808,562.903805937607,498.347669154932,446.418335097401,"0.05","0.0","gamma"
"17",378919.045318571,8387.61619702569,3453.71071394423,2125.69995087418,1519.47737701255,1175.0874861358,954.075142062871,800.699821077654,688.289661600436,602.513643556456,534.999458512874,480.535497900048,"0.01","0.5","neugammalet"
"18",326039.448503855,8331.91040402534,3480.23405733439,2131.51837623217,1513.62953049577,1163.1944344211,938.963437326686,783.858285105418,670.547814921266,584.355076112272,516.715578962244,462.305763475908,"0.01","0.5","gammalet"
"19",385242.840681574,8394.22875031469,3452.56158706518,2118.03226375424,1509.21717467653,1163.89305700671,942.654802965439,789.372848591482,677.202842981818,591.731930346436,524.547102520958,470.415969783297,"0.01","0.5","neugamma"
"20",395235.995965699,8368.53491319749,3463.27170321576,2124.20238509999,1511.1441217005,1163.09220808487,940.121701409531,785.717229496748,672.805928850283,586.839932464586,519.324001805736,464.9739082531,"0.01","0.5","gamma"
"21",226891.811618489,8382.8643040293,3444.87146065361,2112.41410696339,1506.37200196005,1163.14134414044,943.41402968191,791.227282922892,679.86255135727,594.993899769711,528.267496846196,474.491295268268,"0.01","0.0","neugammalet"
"22",216839.197161893,8349.80287254901,3486.66219294505,2132.70321001371,1512.64033781757,1161.38150534202,936.919188473625,781.841573419723,668.670474321902,582.662867177758,515.223949951477,461.01600646554,"0.01","0.0","gammalet"
"23",248384.881119675,8407.95506474474,3454.52948539782,2117.09572463705,1507.95037878008,1162.91963950512,942.121576233263,789.27863146649,677.503799454891,592.377323115304,525.49063140965,471.618364130384,"0.01","0.0","neugamma"
"24",257397.040547394,8373.92514378433,3470.07220683837,2126.59509437324,1511.68756916493,1162.91231216765,939.710085730261,785.289156654452,672.455682243879,586.607769767755,519.225494628197,465.013049858016,"0.01","0.0","gamma"
"25",241023.082061871,8400.23838122794,3502.49900126983,2145.45024142567,1526.67877031406,1176.41487330643,952.42238858032,797.465150925928,684.206670895856,597.990856832093,530.274183711871,475.749515907544,"0.00","0.5","neugammalet"
"26",214209.835472345,8346.77294993835,3526.40513456073,2153.93795088565,1525.58824106741,1170.14534423687,943.277346804239,786.68461047592,672.494251941035,585.764738449221,517.792145921799,463.174860554157,"0.00","0.5","gammalet"
"27",274557.34969464,8433.74798131304,3495.65215316768,2138.47731209024,1520.8245447622,1171.48819515002,948.199852606852,793.78198879744,680.945856155535,595.068150427889,527.627576497146,473.332317772884,"0.00","0.5","neugamma"
"28",280862.201280618,8406.18878431165,3509.35058938964,2147.1232435472,1524.3743502838,1171.67418914875,946.207988504946,790.351801249898,676.545307854387,590.002498637624,522.102034071186,467.488550735694,"0.00","0.5","gamma"
"29",462221.523888493,8469.41706175656,3482.66198304616,2137.58114892554,1523.80619091737,1175.91073792477,953.154874353058,798.881418930457,686.013815091434,600.024670932164,532.438603769384,477.986379490299,"0.00","0.0","neugammalet"
"30",384429.157608375,8418.15237756497,3509.1073159098,2147.53300530986,1523.58446238195,1170.06960411705,944.113713879901,787.965930153618,673.989491507126,587.354303413073,519.412399705583,464.791484406215,"0.00","0.0","gammalet"
"31",480886.19086308,8482.62192608942,3481.43768011977,2134.09592280526,1519.33029488735,1171.01734958045,948.118690010765,793.838948172542,681.034455257431,595.143536987223,527.672554735946,473.342258873496,"0.00","0.0","neugamma"
"32",486823.784756169,8451.61188830622,3492.39425480614,2140.92100619856,1521.83400958049,1170.66196226299,945.913598668129,790.415363392783,676.79227507628,590.343685270381,522.490359099653,467.898623991056,"0.00","0.0","gamma"
